student_id,previous_GPA,attendance_rate,avg_course_grade,avg_course_interest,avg_job_demand,avg_risk,n_courses,domain_cnt_AI,domain_cnt_Agriculture,domain_cnt_Cybersecurity,domain_cnt_Data Science,domain_cnt_Electrical,domain_cnt_Energy,domain_cnt_Ethics,domain_cnt_Finance,domain_cnt_Healthcare,domain_cnt_Law,domain_cnt_Management,domain_cnt_Mechanical,domain_cnt_Networking,domain_cnt_Software Engineering,domain_cnt_Tourism,chosen_specialization
S04110,0.5709459459459458,0.6153846153846154,65.04444444444445,0.7507407407407407,0.4836926478717523,0.32185185185185183,25,0,2,0,0,3,2,1,4,0,4,2,1,3,2,3,Data Science
S04111,0.7094594594594594,0.8846153846153846,79.36999999999999,0.732,0.5562189054726369,0.21833333333333332,29,1,3,4,2,1,3,1,3,1,2,3,0,3,1,2,Computer Science
S04112,0.5608108108108107,0.5384615384615385,67.29130434782608,0.6573913043478261,0.44516547696301106,0.33391304347826084,22,0,4,1,1,2,2,1,1,1,5,2,1,2,0,0,Agriculture
S04113,0.7668918918918919,0.7115384615384615,82.87037037037037,0.7322222222222222,0.5284687672747373,0.17407407407407408,25,0,1,3,0,2,1,1,3,3,3,2,5,1,2,0,Artificial Intelligence
S04114,0.804054054054054,0.5384615384615385,87.125,0.7458333333333332,0.5634328358208954,0.14916666666666667,22,1,2,1,1,0,2,0,1,3,1,5,1,1,2,3,Finance
S04115,0.3614864864864864,0.6153846153846154,51.12,0.766,0.4388059701492537,0.492,20,0,3,1,0,0,0,1,2,3,2,2,0,3,0,3,Law
S04116,0.5337837837837838,0.6923076923076924,64.95185185185186,0.688888888888889,0.5373134328358209,0.33999999999999997,26,3,2,2,1,1,1,0,4,1,3,3,0,3,1,2,Data Science
S04117,0.5540540540540542,0.8461538461538461,67.73928571428571,0.76,0.568230277185501,0.32892857142857146,26,0,2,1,4,0,3,0,1,3,3,2,3,3,1,2,Information Technology
S04118,0.6148648648648647,0.75,71.10000000000001,0.7568421052631579,0.5946582875098193,0.2894736842105263,18,1,1,0,3,1,0,0,1,1,3,3,0,1,4,0,Business Management
S04119,0.6891891891891893,0.75,78.95238095238095,0.6961904761904762,0.5721393034825871,0.2342857142857143,20,1,0,1,2,1,2,0,2,2,0,3,1,3,2,1,Agriculture
S04120,0.6587837837837838,0.8076923076923077,76.70555555555556,0.7572222222222221,0.6343283582089553,0.2516666666666667,18,2,1,1,3,1,0,2,2,2,0,1,0,2,1,0,Law
S04121,0.527027027027027,0.9807692307692308,69.2074074074074,0.7518518518518519,0.6462133775566612,0.3351851851851852,27,2,1,2,4,1,4,0,2,3,2,2,0,1,1,2,Electrical Engineering
S04122,0.6216216216216215,0.4615384615384614,72.05925925925926,0.6681481481481482,0.5992260917634051,0.2740740740740741,26,0,2,2,4,2,2,1,4,3,2,1,1,0,2,1,Medicine
S04123,0.6925675675675675,0.5384615384615385,71.35000000000001,0.7031818181818182,0.5630936227951153,0.22136363636363637,21,1,2,3,2,0,1,0,3,1,0,3,3,1,0,2,Data Science
S04124,0.7736486486486487,1.0,82.08125,0.7625,0.5736940298507462,0.184375,15,1,2,2,0,0,0,1,3,4,0,0,0,0,2,1,Law
S04125,0.5304054054054053,0.769230769230769,65.28636363636363,0.6940909090909091,0.6092265943012212,0.3154545454545455,20,2,1,1,1,2,3,1,4,2,0,2,0,0,2,1,Cybersecurity
S04126,0.36486486486486486,0.8076923076923077,51.122727272727275,0.7899999999999999,0.519674355495251,0.4636363636363636,21,1,2,1,1,0,4,0,0,0,1,6,1,2,2,1,Artificial Intelligence
S04127,0.5135135135135136,0.5961538461538463,63.78666666666666,0.7436666666666666,0.544278606965174,0.3463333333333333,25,3,3,2,2,0,2,0,2,3,3,3,2,3,1,1,Computer Science
S04128,0.4763513513513513,0.8461538461538463,58.50625,0.7471875,0.5895522388059701,0.3909375,31,2,3,2,2,2,1,2,2,3,3,1,1,2,4,2,Computer Science
S04129,0.8310810810810811,0.7115384615384615,86.6,0.6992,0.5092537313432836,0.1292,25,0,5,1,1,1,3,1,1,2,4,2,0,2,2,0,Nursing
S04130,0.5168918918918919,1.0,67.9793103448276,0.7596551724137931,0.5826042202779207,0.3575862068965517,27,3,1,2,0,3,0,2,2,5,2,1,1,3,2,2,Agriculture
S04131,0.5337837837837838,0.2884615384615385,64.08800000000001,0.7728,0.5773134328358209,0.3492,23,0,2,1,2,4,3,1,3,2,4,1,0,0,2,0,Law
S04132,0.7398648648648649,0.5,83.13157894736842,0.7026315789473684,0.6252945797329144,0.18526315789473685,18,0,1,2,3,2,3,0,0,1,1,2,0,3,1,0,Tourism and Hospitality
S04133,0.8277027027027029,0.6346153846153848,85.07307692307693,0.7123076923076923,0.5459242250287026,0.12576923076923077,26,3,1,0,0,1,3,1,1,3,1,3,2,3,1,3,Electrical Engineering
S04134,0.7635135135135134,0.9807692307692308,82.61428571428571,0.7371428571428572,0.5015991471215352,0.18071428571428574,25,2,4,1,1,2,4,2,1,1,4,0,1,4,1,0,Data Science
S04135,0.4594594594594594,0.5961538461538463,59.98125,0.768125,0.5503731343283582,0.400625,31,1,2,2,3,0,4,3,1,1,6,1,1,4,1,2,Artificial Intelligence
S04136,0.6486486486486487,1.0,73.53125,0.741875,0.5993470149253731,0.2496875,30,1,1,4,0,1,3,0,2,5,5,3,1,5,1,0,Information Technology
S04137,0.5506756756756757,0.5961538461538463,68.488,0.7295999999999999,0.64,0.336,24,3,1,1,3,3,2,0,2,3,1,1,2,3,0,0,Computer Science
S04138,0.7432432432432434,0.5961538461538463,80.8742857142857,0.7182857142857143,0.623454157782516,0.19028571428571428,31,3,3,3,4,2,7,0,1,1,1,1,3,3,2,1,Medicine
S04139,0.6891891891891893,0.4038461538461537,77.10000000000001,0.7514705882352941,0.544776119402985,0.23058823529411765,34,3,4,0,2,3,3,1,1,4,1,3,0,7,1,1,Nursing
S04140,1.0,0.4615384615384614,96.425,0.69125,0.6243781094527363,0.016666666666666666,22,0,0,3,5,2,2,0,3,2,1,0,0,2,2,2,Cybersecurity
S04141,0.6081081081081081,0.7115384615384615,71.38461538461539,0.73,0.5780711825487944,0.3046153846153846,25,1,1,0,4,2,4,4,1,3,1,1,0,2,1,1,Finance
S04142,0.9864864864864864,0.4615384615384614,94.6774193548387,0.6906451612903226,0.5536831969186327,0.020967741935483872,28,2,4,2,3,0,3,1,0,3,0,3,1,6,0,3,Business Management
S04143,0.9966216216216216,0.8653846153846154,95.2,0.7921052631578948,0.5255302435192458,0.009473684210526315,19,1,3,0,0,0,1,0,1,4,2,2,1,2,1,1,Tourism and Hospitality
S04144,0.7331081081081081,0.5192307692307692,75.38235294117646,0.6688235294117648,0.6286215978928885,0.18764705882352942,16,3,1,1,1,1,2,1,1,1,0,1,0,1,2,1,Law
S04145,0.7601351351351351,0.5769230769230771,83.82083333333334,0.7045833333333333,0.5541044776119403,0.16041666666666668,21,2,1,0,1,0,1,2,4,2,1,2,1,3,3,1,Cybersecurity
S04146,0.875,0.5192307692307692,88.15217391304348,0.7265217391304348,0.5736534717715769,0.10999999999999999,22,2,3,1,1,2,1,2,1,2,0,1,2,3,2,0,Data Science
S04147,0.6418918918918919,0.5961538461538463,73.34333333333333,0.7236666666666667,0.5194029850746269,0.25466666666666665,27,0,4,1,2,1,3,0,2,3,4,4,2,3,0,1,Data Science
S04148,0.4966216216216215,0.8461538461538463,60.772,0.7384000000000001,0.497910447761194,0.36840000000000006,23,0,5,2,3,1,3,1,2,1,0,0,0,2,4,1,Law
S04149,0.7533783783783783,0.9423076923076923,78.875,0.7335,0.5716417910447761,0.1905,18,1,3,2,2,2,1,0,1,3,1,0,0,3,0,1,Data Science
S04150,0.3614864864864864,0.9230769230769228,53.70294117647059,0.7514705882352941,0.6119402985074627,0.49205882352941177,32,2,1,3,4,0,5,1,1,2,1,3,3,4,2,2,Electrical Engineering
S04151,1.0,0.6153846153846154,96.7625,0.7583333333333333,0.5621890547263682,0.01625,24,0,1,1,3,2,2,2,3,0,5,0,0,1,3,1,Medicine
S04152,0.9831081081081079,0.6538461538461537,95.33333333333333,0.7057142857142857,0.5721393034825871,0.03904761904761905,20,1,2,2,2,0,3,2,1,1,1,0,0,4,0,2,Cybersecurity
S04153,0.429054054054054,0.6538461538461537,56.97083333333333,0.73375,0.5136815920398009,0.4091666666666667,22,1,3,0,1,1,1,1,0,1,4,2,4,3,2,0,Artificial Intelligence
S04154,0.8378378378378379,0.5576923076923077,84.74615384615385,0.7284615384615385,0.5304247990815155,0.12307692307692308,24,3,3,1,0,1,3,1,2,2,3,2,0,2,0,3,Law
S04155,0.5608108108108107,0.8269230769230771,66.47419354838709,0.7254838709677419,0.5469427058257101,0.3174193548387097,31,1,3,1,1,1,2,0,4,3,4,1,0,4,4,2,Business Management
S04156,0.6621621621621623,0.8269230769230771,75.788,0.7208,0.6340298507462686,0.2404,24,1,2,2,3,0,3,3,1,4,1,1,0,2,1,1,Nursing
S04157,0.7027027027027029,0.8076923076923077,74.77142857142857,0.7471428571428571,0.6194029850746269,0.21357142857142858,14,0,1,3,1,2,1,0,0,1,1,1,0,2,1,0,Mechanical Engineering
S04158,0.5878378378378377,0.75,73.20454545454545,0.8036363636363636,0.5630936227951153,0.2968181818181818,22,1,1,3,2,0,2,3,2,1,3,1,1,2,0,0,Finance
S04159,0.5067567567567568,0.9615384615384616,65.05,0.725,0.5851990049751243,0.35625,23,1,2,2,1,1,4,1,1,4,0,2,1,3,0,1,Artificial Intelligence
S04160,0.5540540540540542,0.9230769230769228,65.66875,0.750625,0.5433768656716418,0.3234375,30,0,3,1,4,3,2,2,1,4,4,1,1,2,1,3,Information Technology
S04161,0.6216216216216215,0.75,71.785,0.6845,0.6708955223880597,0.28500000000000003,19,2,0,1,0,1,4,0,0,1,3,0,1,4,3,0,Agriculture
S04162,0.5777027027027026,0.5192307692307692,69.28787878787878,0.69,0.5345997286295794,0.3115151515151515,30,4,4,0,2,2,3,0,3,2,3,2,1,3,2,2,Agriculture
S04163,0.3682432432432431,0.5,53.46,0.806,0.55,0.46699999999999997,20,1,0,2,2,1,4,1,1,1,4,0,1,0,0,2,Finance
S04164,0.6081081081081081,0.75,69.55172413793103,0.7051724137931035,0.5285640761708698,0.3120689655172414,27,3,2,0,0,2,2,2,1,3,6,1,2,1,1,3,Agriculture
S04165,0.8344594594594595,0.6346153846153848,87.40434782608695,0.72,0.48020765736534715,0.11913043478260871,21,2,4,1,1,2,0,1,1,1,0,4,3,2,1,0,Mechanical Engineering
S04166,0.5135135135135136,0.4423076923076923,63.82272727272727,0.7254545454545455,0.5284938941655359,0.3686363636363636,21,3,2,0,0,3,2,2,1,1,2,3,1,2,0,0,Computer Science
S04167,0.7432432432432433,0.9807692307692308,79.90714285714286,0.6382142857142857,0.5090618336886993,0.19535714285714284,28,2,6,2,1,2,3,1,5,0,2,0,1,1,2,0,Information Technology
S04168,0.875,0.8461538461538463,87.95555555555556,0.7037037037037037,0.5638474295190713,0.08148148148148149,25,1,3,0,5,3,2,0,1,3,2,2,0,2,2,1,Agriculture
S04169,0.7702702702702702,1.0,79.75217391304348,0.7430434782608696,0.5301752109020117,0.17695652173913046,22,2,2,0,2,1,2,2,3,1,1,0,0,3,2,2,Tourism and Hospitality
S04170,0.7195945945945945,0.8269230769230771,80.876,0.7112,0.5456716417910448,0.20120000000000002,23,2,4,1,3,0,2,1,3,3,1,1,1,2,0,1,Artificial Intelligence
S04171,0.6081081081081081,0.4423076923076923,71.85416666666667,0.7204166666666666,0.5024875621890547,0.27708333333333335,22,1,3,0,3,4,1,2,0,0,4,2,1,3,0,0,Cybersecurity
S04172,0.5472972972972973,0.7115384615384615,64.74333333333333,0.7373333333333334,0.5298507462686567,0.3456666666666666,26,1,1,0,4,2,2,1,2,1,2,2,2,5,2,3,Mechanical Engineering
S04173,0.6722972972972971,1.0,75.22068965517242,0.7551724137931034,0.5301080802882141,0.2503448275862069,27,4,3,2,1,2,2,1,2,0,1,4,2,4,1,0,Computer Science
S04174,0.6756756756756757,0.9423076923076924,73.54285714285714,0.7071428571428571,0.42288557213930345,0.2361904761904762,20,0,3,0,1,0,2,5,1,0,1,1,1,4,0,2,Computer Science
S04175,0.5878378378378377,0.6538461538461537,71.45625,0.8146875,0.5317164179104478,0.3121875,28,0,3,1,5,4,0,0,3,4,3,1,2,3,1,2,Nursing
S04176,0.43918918918918903,0.5769230769230771,57.780952380952385,0.7247619047619048,0.5721393034825871,0.42000000000000004,19,2,2,1,3,0,3,0,1,2,0,2,0,3,0,2,Tourism and Hospitality
S04177,0.75,0.7115384615384615,81.2344827586207,0.683103448275862,0.5440041173443129,0.1793103448275862,25,0,3,1,3,2,5,1,1,2,3,1,0,3,2,2,Nursing
S04178,0.820945945945946,0.75,88.48750000000001,0.7008333333333333,0.6368159203980099,0.11750000000000001,24,2,0,1,2,1,4,1,1,4,1,1,1,1,1,3,Agriculture
S04179,0.6013513513513513,1.0,69.51764705882353,0.7735294117647059,0.5452151009657594,0.3129411764705883,14,1,2,2,0,1,0,2,1,2,0,2,0,1,3,0,Tourism and Hospitality
S04180,0.6452702702702702,0.9423076923076924,70.624,0.6940000000000001,0.6411940298507462,0.2884,25,1,0,1,4,1,3,0,2,3,3,3,1,2,1,0,Nursing
S04181,0.5945945945945945,0.8461538461538463,70.03846153846153,0.7188461538461539,0.552812858783008,0.3019230769230769,24,3,2,0,2,4,1,0,1,3,2,2,1,3,0,2,Information Technology
S04182,0.8175675675675675,0.75,87.07037037037037,0.747037037037037,0.6285240464344942,0.13444444444444445,24,4,1,3,1,4,0,1,0,4,1,1,3,1,1,2,Information Technology
S04183,0.2635135135135135,0.7115384615384615,47.77391304347826,0.7782608695652173,0.5600259571706684,0.5504347826086956,22,0,1,1,3,1,4,1,2,3,1,2,1,1,0,2,Electrical Engineering
S04184,0.8716216216216217,0.8076923076923077,90.61176470588236,0.7188235294117648,0.6488147497805092,0.11352941176470589,17,2,1,2,0,1,1,0,1,3,1,1,1,3,0,0,Artificial Intelligence
S04185,0.7364864864864866,0.3846153846153848,79.95454545454545,0.7736363636363636,0.6004070556309362,0.1968181818181818,22,1,0,1,4,0,1,1,1,2,0,2,2,3,2,2,Electrical Engineering
S04186,0.5405405405405406,0.7884615384615387,66.65833333333333,0.71125,0.48383084577114427,0.36624999999999996,24,0,3,0,1,2,1,2,3,1,0,3,2,4,0,2,Artificial Intelligence
S04187,0.7331081081081081,0.9423076923076924,83.27407407407408,0.7374074074074074,0.5599778883360972,0.2114814814814815,25,0,1,3,3,3,3,1,0,1,3,2,2,2,2,1,Nursing
S04188,0.6385135135135136,0.7884615384615385,74.41666666666667,0.805,0.5514096185737977,0.27722222222222226,18,0,3,0,1,1,2,1,2,3,1,0,2,2,0,0,Law
S04189,0.6655405405405406,0.5192307692307692,72.96785714285714,0.7421428571428572,0.6236673773987207,0.23142857142857146,25,3,1,4,1,2,3,0,1,2,0,2,3,3,2,1,Finance
S04190,0.2804054054054054,0.7884615384615385,49.05714285714286,0.7507142857142857,0.4477611940298507,0.5342857142857144,27,1,4,1,0,3,1,1,0,1,4,4,2,3,1,2,Renewable Energy
S04191,0.6925675675675675,0.5961538461538463,78.721875,0.7296875,0.4925373134328358,0.2396875,30,0,4,1,2,1,2,2,1,4,2,2,0,5,2,4,Renewable Energy
S04192,0.3885135135135134,0.8269230769230771,54.7764705882353,0.7282352941176471,0.5469710272168569,0.45529411764705885,17,0,2,1,1,1,3,0,1,2,1,1,1,3,0,0,Agriculture
S04193,0.6182432432432432,0.8269230769230771,70.19999999999999,0.753225806451613,0.5565719788155995,0.2703225806451613,29,2,2,1,4,2,2,2,4,2,4,2,1,3,0,0,Electrical Engineering
S04194,0.9763513513513512,0.3076923076923077,92.85499999999999,0.7550000000000001,0.6156716417910448,0.02,19,0,2,1,4,0,5,0,1,3,1,1,0,1,1,0,Business Management
S04195,0.5439189189189189,0.6730769230769231,65.63448275862069,0.7313793103448276,0.5095213587236233,0.33655172413793105,28,1,2,0,3,1,1,3,3,5,3,0,1,3,1,2,Cybersecurity
S04196,0.9087837837837838,0.4038461538461537,92.97692307692309,0.7753846153846153,0.5080367393800229,0.08269230769230769,23,0,3,1,1,2,4,1,5,2,4,1,0,0,1,1,Data Science
S04197,0.9898648648648648,0.7307692307692308,96.20967741935483,0.7361290322580645,0.5642753972075107,0.01838709677419355,28,1,1,2,1,3,3,1,4,4,1,3,1,1,3,2,Data Science
S04198,0.6452702702702702,0.6730769230769231,72.32058823529412,0.6697058823529412,0.5509218612818261,0.25411764705882356,30,3,2,0,1,2,4,1,1,0,3,6,1,7,2,1,Business Management
S04199,0.5878378378378377,0.9038461538461536,69.31176470588235,0.7305882352941176,0.582089552238806,0.30470588235294116,16,0,0,1,2,2,2,1,2,0,0,2,0,3,2,0,Mechanical Engineering
S04200,0.48310810810810806,0.7692307692307692,61.605,0.7705,0.5350746268656716,0.392,20,0,1,2,1,1,4,2,1,1,2,0,3,2,0,0,Medicine
S04201,0.597972972972973,0.5576923076923077,69.33749999999999,0.7608333333333334,0.5485074626865672,0.30916666666666665,21,1,2,0,2,3,2,2,3,1,1,2,1,2,1,1,Data Science
S04202,1.0,0.7884615384615387,96.32916666666667,0.7154166666666667,0.5597014925373134,0.015,24,1,4,1,2,0,3,1,1,3,1,1,1,2,2,1,Law
S04203,0.7668918918918919,0.9230769230769227,82.58620689655173,0.7324137931034482,0.5280494081317549,0.1686206896551724,29,1,3,1,1,1,0,0,3,4,3,5,1,3,1,2,Business Management
S04204,0.4222972972972973,1.0,59.10909090909092,0.7245454545454545,0.5156037991858887,0.41954545454545455,20,0,4,3,2,0,0,0,3,1,4,0,0,4,1,0,Nursing
S04205,0.2398648648648648,0.5576923076923077,42.440000000000005,0.7254285714285714,0.5513859275053304,0.5485714285714286,29,1,6,0,7,3,2,1,1,2,2,2,1,3,3,1,Agriculture
S04206,0.5844594594594594,0.8269230769230771,67.53030303030303,0.7536363636363637,0.5658073270013569,0.30818181818181817,30,0,1,1,4,1,3,0,2,3,5,3,2,4,3,1,Data Science
S04207,0.6993243243243243,0.6730769230769231,78.16428571428571,0.7110714285714286,0.5325159914712153,0.21464285714285714,28,1,3,1,2,4,3,1,2,1,1,1,1,4,2,1,Electrical Engineering
S04208,0.6587837837837838,0.5192307692307692,76.30857142857144,0.7591428571428571,0.5782515991471215,0.24114285714285713,31,5,3,1,2,2,3,2,1,3,1,1,2,7,0,2,Agriculture
S04209,0.4087837837837837,0.8461538461538463,60.63636363636363,0.8090909090909091,0.5278154681139756,0.4481818181818182,10,1,1,0,1,0,0,1,2,2,0,1,0,0,1,1,Business Management
S04210,0.7804054054054055,1.0,84.51290322580645,0.7032258064516129,0.5320173326913817,0.15806451612903227,27,2,6,2,0,4,4,1,2,2,3,1,1,2,0,1,Tourism and Hospitality
S04211,0.527027027027027,0.8461538461538463,67.3409090909091,0.7222727272727273,0.5929443690637721,0.33136363636363636,21,0,0,0,4,1,1,3,2,3,4,0,1,1,2,0,Tourism and Hospitality
S04212,0.6148648648648647,0.9423076923076925,67.92608695652174,0.7369565217391304,0.5418559377027904,0.3104347826086956,22,2,2,1,1,0,1,1,0,3,4,3,0,2,2,1,Nursing
S04213,0.8344594594594594,0.75,87.69333333333334,0.74,0.6149253731343284,0.13333333333333333,28,4,3,2,2,1,2,0,2,2,2,2,3,2,3,0,Cybersecurity
S04214,0.6047297297297296,0.9038461538461537,70.80000000000001,0.7,0.40878938640132667,0.28944444444444445,18,0,3,0,1,3,0,1,1,2,3,1,0,0,1,2,Tourism and Hospitality
S04215,0.7702702702702702,0.5769230769230771,83.85652173913044,0.7621739130434783,0.6288124594419208,0.17478260869565215,22,1,0,3,3,0,0,2,2,3,1,2,1,2,1,2,Tourism and Hospitality
S04216,0.4391891891891891,0.6538461538461537,59.10344827586207,0.7562068965517241,0.5115800308800824,0.4110344827586207,25,1,2,2,2,0,3,1,1,0,7,1,0,3,3,3,Information Technology
S04217,0.9189189189189187,0.9230769230769228,93.9923076923077,0.746923076923077,0.49483352468427094,0.06846153846153846,13,2,3,0,1,0,1,1,2,1,1,0,0,1,0,0,Finance
S04218,0.4729729729729728,0.4807692307692308,60.79545454545455,0.7168181818181818,0.5963364993215738,0.38727272727272727,22,1,1,2,2,0,3,0,2,1,3,2,0,1,2,2,Computer Science
S04219,0.8783783783783784,0.5,88.0142857142857,0.7200000000000001,0.5955934612651029,0.09095238095238097,20,2,1,0,2,5,2,1,1,1,3,0,0,1,2,0,Business Management
S04220,0.7466216216216217,0.5961538461538461,80.625,0.7332142857142857,0.5570362473347548,0.18892857142857142,27,3,2,1,1,1,5,0,2,1,4,4,0,1,2,1,Medicine
S04221,0.9358108108108109,0.5576923076923077,93.564,0.7444,0.5695522388059701,0.0304,24,2,2,1,3,1,3,1,3,1,2,0,1,3,0,2,Finance
S04222,0.8547297297297296,0.75,89.2709677419355,0.7090322580645162,0.5185363505055368,0.10580645161290322,30,0,3,1,3,0,6,0,3,2,2,3,1,4,1,2,Finance
S04223,0.7060810810810811,0.3269230769230771,78.90434782608695,0.7630434782608696,0.5113562621674237,0.21347826086956523,21,1,1,0,1,1,2,1,2,2,4,2,0,3,0,3,Information Technology
S04224,0.2905405405405405,0.6730769230769231,46.22380952380953,0.700952380952381,0.5636105188343995,0.5038095238095238,20,0,2,0,4,0,4,0,0,1,2,1,1,2,2,2,Data Science
S04225,0.7027027027027029,0.5,76.3529411764706,0.7111764705882353,0.6251097453906936,0.22529411764705884,15,2,1,5,1,1,0,1,0,1,0,1,1,2,0,1,Data Science
S04226,0.47972972972972955,0.8269230769230772,59.976190476190474,0.6757142857142857,0.4783226723525231,0.3595238095238095,19,0,1,1,0,1,2,2,4,1,3,1,1,2,1,1,Cybersecurity
S04227,0.7567567567567568,0.6923076923076923,81.7235294117647,0.7494117647058823,0.5136084284460052,0.17176470588235293,16,0,2,0,1,2,1,0,0,2,2,3,2,2,0,0,Cybersecurity
S04228,0.7939189189189189,0.4807692307692308,83.96,0.7048000000000001,0.5450746268656715,0.1704,24,2,2,0,2,2,4,1,2,1,0,1,2,3,1,2,Law
S04229,0.6013513513513513,1.0,67.94814814814815,0.7588888888888888,0.5417357656163626,0.29555555555555557,26,1,2,2,3,4,2,0,2,0,2,4,1,3,0,1,Tourism and Hospitality
S04230,0.6722972972972971,0.7307692307692307,78.03461538461539,0.7603846153846153,0.5717566016073479,0.23769230769230767,24,2,3,3,1,0,1,2,2,4,0,0,1,4,2,1,Cybersecurity
S04231,1.0,0.4423076923076923,96.67200000000001,0.7064,0.47402985074626863,0.0276,24,0,2,1,2,2,2,1,3,0,4,1,4,0,0,3,Finance
S04232,0.7972972972972974,1.0,84.99375,0.744375,0.49347014925373134,0.138125,16,0,3,0,1,0,4,1,1,0,1,2,0,1,1,1,Data Science
S04233,0.6081081081081081,0.8846153846153846,74.30555555555556,0.7311111111111112,0.4925373134328358,0.285,16,0,5,0,3,0,1,0,1,1,2,1,0,3,0,1,Information Technology
S04234,0.4966216216216215,0.5769230769230772,62.582142857142856,0.7082142857142857,0.5101279317697228,0.36214285714285716,28,2,3,1,1,3,2,1,3,2,3,2,3,0,2,0,Law
S04235,0.7263513513513513,0.8653846153846153,80.125,0.7495,0.6,0.1925,18,2,0,3,1,0,2,2,2,0,3,1,2,0,2,0,Information Technology
S04236,0.8513513513513514,1.0,86.5142857142857,0.8004761904761905,0.5486851457000711,0.09666666666666668,19,2,0,2,2,2,1,0,2,0,2,1,0,3,1,3,Finance
S04237,0.6520270270270271,0.9423076923076924,71.42,0.766,0.6159203980099502,0.25133333333333335,15,1,2,2,1,0,2,0,0,2,1,1,0,1,0,2,Medicine
S04238,0.6047297297297296,0.8846153846153846,68.36296296296297,0.7633333333333333,0.538971807628524,0.29555555555555557,24,2,2,3,0,1,1,2,4,2,2,2,0,3,3,0,Information Technology
S04239,0.695945945945946,0.7884615384615385,75.746875,0.7478125,0.5541044776119403,0.200625,30,1,2,2,2,2,2,1,3,3,1,1,3,7,1,1,Business Management
S04240,0.7331081081081081,0.4038461538461537,82.85666666666665,0.747,0.5213930348258706,0.19866666666666666,28,1,4,1,2,3,1,1,1,2,0,1,2,5,4,2,Computer Science
S04241,0.47297297297297286,0.7307692307692308,63.02608695652174,0.7052173913043478,0.5463984425697599,0.3743478260869565,22,2,2,1,3,2,0,2,4,1,1,2,1,0,1,1,Information Technology
S04242,0.3783783783783783,0.8653846153846154,56.375,0.7291666666666666,0.5696517412935324,0.45,23,2,2,2,1,2,1,0,2,2,2,1,1,4,1,1,Cybersecurity
S04243,0.8108108108108109,0.7692307692307692,84.67083333333333,0.7483333333333334,0.6249999999999999,0.11708333333333333,23,2,0,3,1,0,3,0,1,2,4,1,3,1,2,1,Cybersecurity
S04244,0.47297297297297286,0.9807692307692308,60.14074074074074,0.7314814814814815,0.548922056384743,0.3922222222222222,23,2,6,2,3,2,3,1,0,1,3,0,0,2,0,2,Agriculture
S04245,1.0,0.7307692307692308,92.7625,0.6925,0.4856965174129353,0.015833333333333335,23,0,1,0,1,1,2,1,1,3,4,4,1,2,1,2,Mechanical Engineering
S04246,0.75,0.75,79.52580645161291,0.6622580645161291,0.5064997592681753,0.18387096774193548,30,2,5,0,4,0,1,1,2,1,4,4,3,3,1,0,Renewable Energy
S04247,0.7533783783783783,0.6923076923076923,79.26923076923077,0.7511538461538462,0.4690011481056257,0.17307692307692307,26,0,3,2,4,1,1,2,3,0,2,2,2,2,1,1,Electrical Engineering
S04248,0.6554054054054055,0.8846153846153846,72.8,0.7230769230769231,0.656142365097589,0.2426923076923077,23,2,1,4,3,3,1,0,1,5,2,2,1,1,0,0,Computer Science
S04249,1.0,0.4423076923076923,95.58,0.7872,0.5838805970149253,0.034,23,2,1,1,3,1,0,2,1,4,2,3,0,2,1,2,Renewable Energy
S04250,0.6452702702702702,0.4807692307692308,79.4391304347826,0.7604347826086956,0.5360155743024011,0.24869565217391304,21,0,0,2,2,1,2,1,1,2,2,3,1,3,1,2,Business Management
S04251,0.9324324324324325,0.5961538461538463,92.07142857142857,0.7176190476190476,0.5188343994314144,0.04476190476190477,20,0,1,2,0,2,2,2,0,2,2,1,0,3,3,1,Finance
S04252,0.4189189189189188,0.8269230769230771,55.76470588235294,0.7511764705882352,0.48112379280070233,0.44058823529411767,17,0,2,1,1,0,2,1,0,0,2,2,1,1,1,3,Artificial Intelligence
S04253,0.9560810810810814,0.8461538461538463,94.45217391304348,0.7639130434782608,0.5892277741726152,0.04,22,0,0,2,2,1,4,0,2,1,2,3,1,3,2,0,Agriculture
S04254,0.695945945945946,0.7884615384615385,75.16315789473684,0.7784210526315789,0.6190102120974077,0.23105263157894734,19,0,1,4,4,3,0,1,3,1,1,0,0,1,0,0,Business Management
S04255,0.902027027027027,0.5384615384615385,92.675,0.7228125,0.5363805970149254,0.090625,28,2,4,1,2,1,2,2,3,3,1,2,1,2,2,4,Nursing
S04256,0.6418918918918919,0.6153846153846154,78.69615384615385,0.7311538461538463,0.5413318025258324,0.25423076923076926,24,4,3,1,1,0,2,3,3,2,1,1,0,4,0,1,Nursing
S04257,0.4662162162162162,0.6538461538461537,60.663333333333334,0.815,0.5437810945273631,0.40066666666666667,27,3,3,1,1,2,2,0,3,1,2,2,0,7,2,1,Data Science
S04258,0.847972972972973,0.826923076923077,88.24,0.712,0.5029850746268656,0.11399999999999999,18,0,3,1,1,4,0,1,2,0,0,1,1,3,1,2,Artificial Intelligence
S04259,0.7702702702702702,0.7307692307692308,80.65294117647058,0.7617647058823529,0.5070237050043899,0.17088235294117649,30,0,3,2,4,0,4,5,1,3,3,2,1,3,0,3,Mechanical Engineering
